No,Date,LOCO_SPEED,gps_latitude,gps_longitude
603,00:10:02,0,39.3867,38.1131
604,00:10:03,0,39.3867,38.1131
605,00:10:04,0,39.3867,38.1131
606,00:10:05,0,39.3867,38.1131
607,00:10:06,0,39.3867,38.1131
608,00:10:07,0,39.3867,38.1131
609,00:10:08,0,39.3867,38.1131
610,00:10:09,0,39.3867,38.1131
611,00:10:10,0,39.3867,38.1131
612,00:10:11,0,39.3867,38.1131
613,00:10:12,0,39.3867,38.1131
614,00:10:13,0,39.3867,38.1131
615,00:10:14,0,39.3867,38.1131
616,00:10:15,0,39.3867,38.1131
617,00:10:16,0,39.3867,38.1131
618,00:10:17,0,39.3867,38.1131
619,00:10:18,0,39.3867,38.1131
620,00:10:19,0,39.3867,38.1131
621,00:10:20,0,39.3867,38.1131
622,00:10:21,0,39.3867,38.1131
623,00:10:22,0,39.3867,38.1131
624,00:10:23,0,39.3867,38.1131
625,00:10:24,0,39.3867,38.1131
626,00:10:25,0,39.3867,38.1131
627,00:10:26,0,39.3867,38.1131
628,00:10:27,0,39.3867,38.1131
629,00:10:28,0,39.3867,38.1131
630,00:10:29,0,39.3867,38.1131
631,00:10:30,0,39.3867,38.1131
632,00:10:31,0,39.3867,38.1131
633,00:10:32,0,39.3867,38.1131
634,00:10:33,0,39.3867,38.1131
635,00:10:34,0,39.3867,38.1131
636,00:10:35,0,39.3867,38.1131
637,00:10:36,0,39.3867,38.1131
638,00:10:37,0,39.3867,38.1131
639,00:10:38,0,39.3867,38.1131
640,00:10:39,0,39.3867,38.1131
641,00:10:40,0,39.3867,38.1131
642,00:10:41,0,39.3867,38.1131
643,00:10:42,0,39.3867,38.1131
644,00:10:43,0,39.3867,38.1131
645,00:10:44,0,39.3867,38.1131
646,00:10:45,0,39.3867,38.1131
647,00:10:46,0,39.3867,38.1131
648,00:10:47,0,39.3867,38.1131
649,00:10:48,0,39.3867,38.1131
650,00:10:49,0,39.3867,38.1131
651,00:10:50,0,39.3867,38.1131
652,00:10:51,0,39.3867,38.1131
653,00:10:52,0,39.3867,38.1131
654,00:10:53,0,39.3867,38.1131
655,00:10:54,0,39.3867,38.1131
656,00:10:55,0,39.3867,38.1131
657,00:10:56,0,39.3867,38.1131
658,00:10:57,0,39.3867,38.1131
659,00:10:58,0,39.3867,38.1131
660,00:10:59,0,39.3867,38.1131
661,00:11:00,0,39.3867,38.1131
662,00:11:01,0,39.3867,38.1131
663,00:11:02,0,39.3867,38.1131
664,00:11:03,0,39.3867,38.1131
665,00:11:04,0,39.3867,38.1131
666,00:11:05,0,39.3867,38.1131
667,00:11:06,0,39.3867,38.1131
668,00:11:07,0,39.3867,38.1131
669,00:11:08,0,39.3867,38.1131
670,00:11:09,0,39.3867,38.1131
671,00:11:10,0,39.3867,38.1131
672,00:11:11,0,39.3867,38.1131
673,00:11:12,0,39.3867,38.1131
674,00:11:13,0,39.3867,38.1131
675,00:11:14,0,39.3867,38.1131
676,00:11:15,0,39.3867,38.1131
677,00:11:16,0,39.3867,38.1131
678,00:11:17,0,39.3867,38.1131
679,00:11:18,0,39.3867,38.1131
680,00:11:19,0,39.3867,38.1131
681,00:11:20,0,39.3867,38.1131
682,00:11:21,0,0,0
683,00:11:22,0,39.3867,38.1131
684,00:11:23,0,39.3867,38.1131
685,00:11:24,0,39.3867,38.1131
686,00:11:25,0,39.3867,38.1131
687,00:11:26,0,39.3867,38.1131
688,00:11:27,0,39.3867,38.1131
689,00:11:28,0,39.3867,38.1131
690,00:11:29,0,39.3867,38.1131
691,00:11:30,0,39.3867,38.1131
692,00:11:31,0,39.3867,38.1131
693,00:11:32,0,39.3867,38.1131
694,00:11:33,0,39.3867,38.1131
695,00:11:34,0,39.3867,38.1131
696,00:11:35,0,39.3867,38.1131
697,00:11:36,0,39.3867,38.1131
698,00:11:37,0,39.3867,38.1131
699,00:11:38,0,39.3867,38.1131
